,LB_username,PROLIFIC_PID,participant,age:1,gender:1,gender:other,citizenship:1,residence:1,education:1,mb1:1,mb2:1,mb3:1,mb4:1,mb4:other,mb5:1,af:1,af:2,af:3,af:4,af:5,af:6,af:7,af:8,af:9,af:10,af:11,af:12,af:13,af:14,af:15,af:16,af:17,af:18,af:19,af:20,gf:1,gf:2,gf:3,gf:4,gf:5,gf:6,gf:7,gf:8,gf:9,gf:10,gf:11,gf:12,gf:13,gf:14,gf:15,gf:16,gf:17,gf:18,gf:19,gf:20,guttman:1,guttman:2,guttman:3,guttman:4,guttman:5,STUDY_ID,SESSION_ID,TIME_start,TIME_end,TIME_total,artist_fam_score,genre_fam_score,avg_fam_score,open_score,session_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Gender,Highest education level completed,Nationality,Sex,Student Status
96,RickyLB,6145dddfa6fcfd396e1f4f1a,s.b4430195-c2db-415e-b3fd-c0f724a0a4c2.txt,2,1.0,,Portugal,Portugal,2.0,4,2,3,2,,2,3,1,3,1,3,3,3,3,3,3,2,2,1,1,1,3,3,2,3,3,1,1,2,1,1,1,2,1,3,1,1,3,1,3,2,1,3,1,1,1,1,2,2,2,2,6269053ac9ca43d823c77778,626a947d17735f105a42ad13,2022-04-28-15-20,2022-04-28-15-23,3,1.63,6.75,4.19,1,626a947d17735f105a42ad13,APPROVED,2022-04-28 13:19:57.203000,2022-04-28 13:23:14.427000,197.224,20,26,0,100,2022-04-28 14:10:13.285000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese, Spanish",Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Portugal,Male,Yes
97,annoyin9,61465149835949882116b8c4,s.9a9c0149-10df-48f5-a563-c519404864c1.txt,2,3.0,,Portugal,Portugal,3.0,4,3,2,2,,4,2,1,2,1,3,3,2,3,3,3,2,3,1,3,1,3,3,3,3,3,2,2,3,2,1,1,2,2,2,2,3,3,1,3,2,3,2,1,2,1,1,1,2,2,2,6269053ac9ca43d823c77778,626a95c4acb4e708a275e8ba,2022-04-28-15-25,2022-04-28-15-27,2,2.05,4.73,3.39,2,626a95c4acb4e708a275e8ba,APPROVED,2022-04-28 13:25:24.503000,2022-04-28 13:27:07.012000,102.509,20,116,1,100,2022-04-28 14:11:32.565000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese",Non-binary (would like to give more detail),High school diploma/A-levels,Portugal,Female,Yes
98,catalinamanuela,6149abd3cead78f1eb135218,s.5822f11d-a3a5-43d7-8710-971787775e31.txt,2,2.0,,spain,spain,3.0,4,1,1,2,,2,3,1,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,3,3,3,1,1,3,1,1,1,1,1,3,1,3,3,1,3,3,3,3,1,1,3,2,2,2,2,2,6269053ac9ca43d823c77778,6270f8ebde3317b4544f918b,2022-05-03-11-42,2022-05-03-11-44,2,0.6,4.45,2.52,0,6270f8ebde3317b4544f918b,APPROVED,2022-05-03 09:42:08.848000,2022-05-03 09:44:48.987000,160.139,24,44,1,100,2022-05-03 10:38:44.657000,7ED80400,Uruguay,Spain,Part-Time,Spanish,"English, Spanish",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spain,Female,No
99,fraaa,615094c9a1ba0233a8c3ccc4,s.e9d22aa4-d221-4621-8806-356e6cfcfd1c.txt,2,2.0,,Italy,Italy,2.0,4,3,3,2,,3,3,1,3,3,2,3,3,2,3,3,2,3,2,3,1,3,3,3,3,3,1,1,3,1,1,1,2,1,2,1,2,3,1,2,2,1,3,1,1,1,1,1,1,1,1,6269053ac9ca43d823c77778,6270fea67928eac8cd12c2b4,2022-05-03-12-08,2022-05-03-12-10,2,1.0,6.83,3.91,5,6270fea67928eac8cd12c2b4,APPROVED,2022-05-03 10:06:30.354000,2022-05-03 10:10:59.493000,269.139,22,125,0,100,2022-05-03 10:37:40.920000,7ED80400,Italy,Italy,Other,Italian,"English, Italian",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Italy,Female,Yes
100,Bea_P,6152dfa0790891ef5d673501,s.6504065d-d07d-40c2-8d7c-9ff95492dd98.txt,2,2.0,,Italia,italy,3.0,4,2,3,2,,2,3,1,2,1,3,3,2,3,3,3,3,1,1,3,3,3,3,2,3,3,1,1,3,1,1,1,2,1,1,1,3,3,1,1,2,3,3,1,2,1,1,1,2,2,2,6269053ac9ca43d823c77778,6270fe6cb804e5e29c50b2f7,2022-05-03-12-07,2022-05-03-12-09,2,2.55,6.38,4.46,2,6270fe6cb804e5e29c50b2f7,APPROVED,2022-05-03 10:05:34.689000,2022-05-03 10:09:25.658000,230.969,23,136,1,100,2022-05-03 10:37:45.096000,7ED80400,Italy,Italy,Unemployed (and job seeking),Italian,"Italian, English",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Italy,Female,Yes
101,ChiaraLh,615c43b800752a4f3d0fd1f0,s.fb6b56ef-8dae-4396-a603-64da2b35db0d.txt,2,2.0,,Italy,Italy,3.0,4,2,4,2,,2,3,1,3,2,3,3,3,3,3,3,3,2,2,3,1,3,3,2,3,3,1,3,3,1,1,2,2,1,3,3,3,3,1,3,3,3,3,1,3,3,1,1,2,2,2,6269053ac9ca43d823c77778,6270fe35e3c24b51284d5dce,2022-05-03-12-04,2022-05-03-12-08,4,1.07,2.0,1.54,2,6270fe35e3c24b51284d5dce,APPROVED,2022-05-03 10:04:37.825000,2022-05-03 10:08:18.028000,220.203,23,113,0,100,2022-05-03 10:37:49.925000,7ED80400,Italy,Italy,DATA EXPIRED,Italian,"English, Italian",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Italy,Female,Yes
102,aritahierro,615da7549e575b94827b81ab,s.d9dc346a-ed81-485c-a8f8-de243c9519ac.txt,3,2.0,,Portugal,Portugal,4.0,3,2,4,2,,4,1,1,3,1,3,1,3,3,1,1,1,3,3,1,3,3,1,1,3,3,1,3,3,1,1,1,3,1,3,1,3,3,1,3,3,1,3,1,1,1,1,1,1,2,2,6269053ac9ca43d823c77778,626a9631138819c1ccd12b3c,2022-04-28-15-27,2022-04-28-15-29,2,3.9,4.25,4.08,3,626a9631138819c1ccd12b3c,APPROVED,2022-04-28 13:27:13.644000,2022-04-28 13:29:11.877000,118.233,30,78,2,98,2022-04-28 14:12:16.757000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Spanish, Portuguese",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,Yes
103,gabriverce,615db8621a77715a3f2e6b54,s.6e039c9e-aa88-41a5-81ca-ec74f2a7e26f.txt,3,1.0,,Italy ,,3.0,5,4,4,2,,2,2,1,3,1,3,1,3,1,3,1,1,3,1,1,1,3,2,1,3,3,1,1,3,1,1,1,1,1,3,1,2,3,1,3,2,3,3,1,3,1,1,1,1,2,2,6269053ac9ca43d823c77778,6270fed7bc9f19b4a106a24a,2022-05-03-12-09,2022-05-03-12-13,4,3.48,5.83,4.65,3,6270fed7bc9f19b4a106a24a,APPROVED,2022-05-03 10:07:55.557000,2022-05-03 10:13:32.122000,336.565,26,62,0,100,2022-05-03 10:37:32.735000,7ED80400,Italy,Italy,Other,Italian,"English, Italian, Spanish",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Italy,Male,Yes
104,MLN,615e2e6bb4b4ab6fa6f6086f,s.a5bc3fc8-77aa-40ab-9559-f8c33c346087.txt,4,2.0,,Spain,Spain,3.0,4,3,4,2,,2,3,1,3,1,3,3,3,3,2,1,2,3,3,3,3,3,1,1,3,3,1,2,2,1,1,1,2,1,1,1,2,3,1,3,2,3,3,1,2,2,1,1,1,1,2,6269053ac9ca43d823c77778,6270ed8eabf60056d2f38a65,2022-05-03-10-54,2022-05-03-10-58,4,2.12,5.35,3.74,4,6270ed8eabf60056d2f38a65,APPROVED,2022-05-03 08:54:18.936000,2022-05-03 08:58:57.345000,278.409,42,83,0,100,2022-05-03 10:39:02.104000,7ED80400,Spain,Spain,DATA EXPIRED,Catalan,"Catalan, English, Spanish",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spain,Female,DATA EXPIRED
105,Francisca,61641b8573a9dcd29ba9d87b,s.e4bec6ee-cc7f-4743-99cf-73daa3c02d2c.txt,2,2.0,,Portugal,Portugal,3.0,4,2,2,2,,3,3,1,3,1,3,3,3,2,3,3,3,3,1,3,1,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,3,3,1,3,2,1,3,1,1,1,1,1,2,2,2,6269053ac9ca43d823c77778,626a9f196d5addb8dc6f2dbf,2022-04-28-16-05,2022-04-28-16-08,3,1.03,5.9,3.46,2,626a9f196d5addb8dc6f2dbf,APPROVED,2022-04-28 14:05:44.036000,2022-04-28 14:08:13.595000,149.559,20,96,2,99,2022-04-28 14:15:20.600000,7ED80400,Portugal,Portugal,Other,Portuguese,"Portuguese, English",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,Yes
106,brunix21,6166e78051425fa22de68491,s.be1a08ae-91bf-49bf-a77e-75e55395bbee.txt,2,2.0,,Portugal,Portugal,2.0,4,2,2,2,,3,3,1,3,2,2,2,3,2,3,1,1,3,1,1,1,3,2,2,3,3,1,2,2,1,1,1,1,1,2,1,3,3,1,3,3,1,3,1,2,1,1,1,1,2,2,6269053ac9ca43d823c77778,626aa1a046fa85d1422e5ba3,2022-04-28-16-18,2022-04-28-16-21,3,2.5,6.1,4.3,3,626aa1a046fa85d1422e5ba3,APPROVED,2022-04-28 14:16:04.574000,2022-04-28 14:21:59.660000,355.086,21,48,0,100,2022-04-28 14:22:06.864000,7ED80400,Portugal,Portugal,Unemployed (and job seeking),Portuguese,"English, French, Spanish, Portuguese",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,Yes
107,joaomdpaz,6167eea0a4fd7219518e8a16,s.d1444bfd-ddff-42ce-bd27-9af0450b25d0.txt,2,3.0,,Portugal,Portugal,2.0,3,2,1,2,,2,3,1,3,1,3,3,3,3,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,6269053ac9ca43d823c77778,626a95e56b38c46b3fa4ddf8,2022-04-28-15-27,2022-04-28-15-30,3,1.65,1.65,1.65,4,626a95e56b38c46b3fa4ddf8,APPROVED,2022-04-28 13:26:04.702000,2022-04-28 13:30:29.696000,264.994,22,52,0,100,2022-04-28 14:11:52.795000,7ED80400,Portugal,Portugal,DATA EXPIRED,Portuguese,"English, Portuguese, Spanish",Non-binary (would like to give more detail),Secondary education (e.g. GED/GCSE),Portugal,Male,DATA EXPIRED
108,Capuchinho,616b2703143d4550968777b8,s.5cbda229-e058-419b-ad4f-0db50e8b9948.txt,2,2.0,,Portugal,Portugal,3.0,4,2,3,2,,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,1,1,3,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,6269053ac9ca43d823c77778,626a97426a8a2918fef10c3b,2022-04-28-15-35,2022-04-28-15-38,3,0.2,2.2,1.2,5,626a97426a8a2918fef10c3b,APPROVED,2022-04-28 13:31:54.990000,2022-04-28 13:39:02.512000,427.522,21,104,1,100,2022-04-28 14:12:43.462000,7ED80400,Portugal,Portugal,Other,Portuguese,"Portuguese, English",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portugal,Female,Yes
109,Alba_hontoria_96,61712b162161b5362dd40119,s.8e319737-36d6-4b79-8cc3-d00850dc4d67.txt,3,2.0,,Spain,Spain,4.0,4,2,3,2,,2,3,1,3,1,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,3,1,1,3,1,1,1,1,1,3,1,3,3,1,3,1,3,3,1,3,3,1,1,1,2,2,6269053ac9ca43d823c77778,626a975e264ace31aa2a4783,2022-04-28-15-32,2022-04-28-15-34,2,1.15,4.9,3.02,3,626a975e264ace31aa2a4783,APPROVED,2022-04-28 13:32:14.032000,2022-04-28 13:34:59.787000,165.755,26,153,0,100,2022-04-28 14:13:01.050000,7ED80400,Spain,Spain,DATA EXPIRED,Spanish,"Basque, English, Spanish",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Spain,Female,DATA EXPIRED
110,TheMusicWeirdo,61720e04849f1568c2f3e999,s.55ce4a64-2ca5-469b-a10a-288f7b8f1f00.txt,2,1.0,,Spain,Spain,2.0,4,2,3,2,,2,3,1,3,2,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,1,3,3,2,1,2,2,1,3,2,3,3,1,2,3,3,3,1,2,1,1,1,1,1,1,6269053ac9ca43d823c77778,626a9f11d23df0c982e333a8,2022-04-28-16-07,2022-04-28-16-10,3,0.47,3.58,2.02,5,626a9f11d23df0c982e333a8,APPROVED,2022-04-28 14:05:50.607000,2022-04-28 14:10:11.949000,261.342,21,125,0,100,2022-04-28 14:15:19.464000,7ED80400,Spain,Spain,Unemployed (and job seeking),Spanish,"English, Spanish",Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Spain,Female,No
